Ticker,Action,Conviction,Entry_Price,Current_Price,Current_Return_Pct,T+1m,T+3m,T+6m
INTC,Hold,10,36.2,40.04,10.61,,,
NVDA,Trim Back,8,190.53,187.24,-1.73,,,
AMZN,Hold,5,232.52,240.93,3.62,,,
AAPL,Hold,5,273.4,262.36,-4.04,,,
MSFT,Hold,5,487.71,478.51,-1.89,,,
META,Hold,5,663.29,660.62,-0.4,,,
PYPL,Buy,10,59.97,59.81,-0.27,,,
QXO,Hold,8,21.24,23.98,12.9,,,
SWK,Hold,8,75.38,80.76,7.14,,,
BABA,Hold,7,152.24,150.9,-0.88,,,
DIS,Hold,8,113.56,114.57,0.89,,,
VFC,Hold,9,18.5,19.47,5.24,,,
PFE,Buy,10,25.09,25.43,1.36,,,
VNOM,Hard Pass,2,38.11,36.87,-3.25,,,
SM,Hard Pass,3,18.51,18.3,-1.13,,,
