Ticker,Action,Conviction,Entry_Price,Current_Price,Current_Return_Pct,T+1m,T+3m,T+6m
ETSY,Buy,8,59.06,54.5,-7.71,-4.15,-17.63,8.16
ALB,Buy on dips,7,100.13,149.5,49.31,-11.76,-25.26,-38.7
INTC,Hold,7,21.96,37.47,70.65,-9.52,-9.24,-6.74
GXO,Buy,10,50.85,53.13,4.48,-12.02,-26.27,-15.89
QXO,Hold,8,17.44,21.85,25.26,-7.68,-23.97,15.42
NVDA,Hold,5,145.09,179.92,24.01,2.96,-26.29,-1.71
BABA,Buy,8,83.52,151.14,80.97,0.69,56.06,43.04
AAP,Hold,7,43.03,40.91,-4.93,8.57,-16.42,19.97
TLT,Buy,9,90.05,87.54,-2.78,-7.25,-2.17,-7.18
XLE,Hold,5,44.63,44.26,-0.82,-4.8,-3.7,-7.92
AXAHY,Avoid,2,32.72,48.25,47.49,3.39,20.83,48.31
BNPQY,Avoid,2,27.87,47.31,69.77,4.52,36.0,60.69
UBS,Hold,6,31.42,46.41,47.72,-1.2,-1.73,4.82
DB,Avoid,2,17.0,38.72,127.81,0.17,32.91,65.54
MPW,Avoid,2,3.86,5.12,32.87,-3.11,44.46,10.99
INTC,Hold,7,21.96,37.47,70.65,-9.52,-9.24,-6.74
BBWI,Avoid,4,36.9,19.73,-46.53,-4.07,-19.65,-28.69
NKE,Hold,5,76.57,58.96,-23.01,-8.13,-2.02,-20.08
CRM,Hold,5,365.07,258.76,-29.12,-10.05,-25.73,-25.79
BA,Hold,7,158.28,215.61,36.22,7.9,-6.4,37.42
EL,Hold,7,77.92,108.49,39.24,-7.21,-8.71,-12.11
ETSY,Buy,8,59.06,54.5,-7.71,-4.15,-17.63,8.16
ALB,Buy on dips,7,100.13,149.5,49.31,-11.76,-25.26,-38.7
INTC,Hold,7,21.96,37.47,70.65,-9.52,-9.24,-6.74
GXO,Buy,10,50.85,53.13,4.48,-12.02,-26.27,-15.89
QXO,Hold,8,17.44,21.85,25.26,-7.68,-23.97,15.42
NVDA,Hold,5,145.09,179.92,24.01,2.96,-26.29,-1.71
BABA,Buy,8,83.52,151.14,80.97,0.69,56.06,43.04
AAP,Hold,7,43.03,40.91,-4.93,8.57,-16.42,19.97
TLT,Buy,9,90.05,87.54,-2.78,-7.25,-2.17,-7.18
XLE,Hold,5,44.63,44.26,-0.82,-4.8,-3.7,-7.92
AXAHY,Avoid,2,32.72,48.25,47.49,3.39,20.83,48.31
BNPQY,Avoid,2,27.87,47.31,69.77,4.52,36.0,60.69
UBS,Hold,6,31.42,46.41,47.72,-1.2,-1.73,4.82
DB,Avoid,2,17.0,38.72,127.81,0.17,32.91,65.54
MPW,Avoid,2,3.86,5.12,32.87,-3.11,44.46,10.99
INTC,Hold,7,21.96,37.47,70.65,-9.52,-9.24,-6.74
BBWI,Avoid,4,36.9,19.73,-46.53,-4.07,-19.65,-28.69
NKE,Hold,5,76.57,58.96,-23.01,-8.13,-2.02,-20.08
CRM,Hold,5,365.07,258.76,-29.12,-10.05,-25.73,-25.79
