Ticker,Action,Conviction,Entry_Price,Current_Price,Current_Return_Pct,T+1m,T+3m,T+6m
BABA,Buy,10,133.71,151.14,13.04,-0.61,-9.1,-11.68
ALB,Buy,8,80.83,149.5,84.95,-5.47,-31.21,-3.16
CSTM,Buy,10,10.36,18.59,79.44,9.56,16.8,37.45
BA,Hold,8,180.88,215.61,19.2,-1.53,12.35,24.09
DIS,Hold,7,109.34,112.75,3.12,-10.03,-0.08,5.57
EL,Hold,7,70.1,108.49,54.76,-5.7,-10.34,24.19
VFC,Buy on pullbacks to $20,8,25.89,18.69,-27.79,-37.89,-53.9,-50.22
GXO,Hold,8,39.9,53.13,33.16,1.18,-0.3,30.88
INTC,Hold,7,26.09,37.47,43.64,-7.01,-20.7,-9.93
PYPL,Buy,7,77.45,59.58,-23.07,-9.58,-7.7,-12.98
SWK,Hold,8,85.92,72.96,-15.08,-10.66,-25.35,-16.81
NVDA,Avoid,2,140.07,179.92,28.45,-15.99,-5.92,24.91
CMCO,Pass,2,19.8,17.17,-13.28,-8.07,-17.74,-29.91
EVH,Pass,2,10.71,4.03,-62.42,-10.55,-25.3,-18.11
NKE,Pass,5,75.46,58.96,-21.87,-11.58,-21.94,-0.2
CELH,Pass,5,25.53,42.42,66.16,28.99,43.28,143.13
MPWR,Pass,2,685.29,955.86,39.48,-14.33,-1.36,19.55
UPS,Pass,5,110.66,101.24,-8.51,-1.29,-16.44,-23.48
DIS,Hold,7,109.34,112.75,3.12,-10.03,-0.08,5.57
BABA,Buy,10,133.71,151.14,13.04,-0.61,-9.1,-11.68
ALB,Buy,8,80.83,149.5,84.95,-5.47,-31.21,-3.16
CSTM,Buy,10,10.36,18.59,79.44,9.56,16.8,37.45
BA,Hold,8,180.88,215.61,19.2,-1.53,12.35,24.09
DIS,Hold,7,109.34,112.75,3.12,-10.03,-0.08,5.57
EL,Hold,7,70.1,108.49,54.76,-5.7,-10.34,24.19
VFC,Buy on pullbacks to $20,8,25.89,18.69,-27.79,-37.89,-53.9,-50.22
GXO,Hold,8,39.9,53.13,33.16,1.18,-0.3,30.88
INTC,Hold,7,26.09,37.47,43.64,-7.01,-20.7,-9.93
PYPL,Buy,7,77.45,59.58,-23.07,-9.58,-7.7,-12.98
SWK,Hold,8,85.92,72.96,-15.08,-10.66,-25.35,-16.81
NVDA,Avoid,2,140.07,179.92,28.45,-15.99,-5.92,24.91
CMCO,Pass,2,19.8,17.17,-13.28,-8.07,-17.74,-29.91
EVH,Pass,2,10.71,4.03,-62.42,-10.55,-25.3,-18.11
NKE,Pass,5,75.46,58.96,-21.87,-11.58,-21.94,-0.2
CELH,Pass,5,25.53,42.42,66.16,28.99,43.28,143.13
MPWR,Pass,2,685.29,955.86,39.48,-14.33,-1.36,19.55
UPS,Pass,5,110.66,101.24,-8.51,-1.29,-16.44,-23.48
DIS,Hold,7,109.34,112.75,3.12,-10.03,-0.08,5.57
