Ticker,Action,Conviction,Entry_Price,Current_Price,Current_Return_Pct,T+1m,T+3m,T+6m
XBI,Buy,8,91.49,123.89,35.42,1.14,-19.52,-7.44
BA,Buy,9,171.87,215.61,25.45,2.54,-20.53,27.14
ETSY,Buy,9,53.11,54.5,2.62,1.6,-16.36,0.66
C,Buy,8,68.05,115.3,69.43,12.99,-16.31,24.18
GNRC,Buy,9,157.0,138.11,-12.03,-9.2,-28.75,-4.97
BABA,Buy,10,83.54,151.14,80.92,20.48,37.19,29.27
CTO,Buy on pullback,8,17.8,18.34,3.03,2.48,-4.38,-6.92
AAP,Buy,8,47.07,40.91,-13.09,3.54,-26.87,17.28
NVDA,Hold,6,138.27,179.92,30.12,-14.21,-31.81,15.7
DIS,Hold,7,109.61,112.75,2.87,2.24,-24.63,10.39
VFC,Consider,6,21.06,18.69,-11.23,16.81,-46.08,-41.57
EW,Hold,5,72.59,85.25,17.44,-1.74,-4.45,5.23
UBER,Pass,4,63.17,78.68,24.54,10.42,2.3,54.31
BURBY,Pass,2,11.98,17.18,43.41,25.46,-29.13,39.82
GPC,Pass,5,112.44,126.21,12.24,1.26,1.48,10.96
NKE,Hold,5,71.98,58.96,-18.09,4.14,-21.9,1.52
XBI,Buy,8,91.49,123.89,35.42,1.14,-19.52,-7.44
BA,Buy,9,171.87,215.61,25.45,2.54,-20.53,27.14
ETSY,Buy,9,53.11,54.5,2.62,1.6,-16.36,0.66
C,Buy,8,68.05,115.3,69.43,12.99,-16.31,24.18
GNRC,Buy,9,157.0,138.11,-12.03,-9.2,-28.75,-4.97
BABA,Buy,10,83.54,151.14,80.92,20.48,37.19,29.27
CTO,Buy on pullback,8,17.8,18.34,3.03,2.48,-4.38,-6.92
AAP,Buy,8,47.07,40.91,-13.09,3.54,-26.87,17.28
NVDA,Hold,6,138.27,179.92,30.12,-14.21,-31.81,15.7
DIS,Hold,7,109.61,112.75,2.87,2.24,-24.63,10.39
VFC,Consider,6,21.06,18.69,-11.23,16.81,-46.08,-41.57
EW,Hold,5,72.59,85.25,17.44,-1.74,-4.45,5.23
UBER,Pass,4,63.17,78.68,24.54,10.42,2.3,54.31
BURBY,Pass,2,11.98,17.18,43.41,25.46,-29.13,39.82
GPC,Pass,5,112.44,126.21,12.24,1.26,1.48,10.96
NKE,Hold,5,71.98,58.96,-18.09,4.14,-21.9,1.52
XBI,Buy,8,89.4,123.89,38.58,-0.44,-16.89,-3.93
BA,Buy,9,172.0,215.61,25.35,4.91,-8.81,33.72
ETSY,Buy,9,52.57,54.5,3.68,1.37,-17.06,5.93
C,Buy,8,69.47,115.3,65.96,14.39,-13.07,28.96
GNRC,Buy,9,157.44,138.11,-12.28,-9.97,-29.97,-6.75
BABA,Buy,10,79.19,151.14,90.85,40.05,33.78,47.71
CTO,Buy on pullback,8,17.57,18.34,4.37,5.96,-6.55,-5.7
AAP,Buy,8,45.42,40.91,-9.93,1.73,-29.63,36.7
NVDA,Hold,6,135.87,179.92,32.42,-2.29,-18.37,25.62
DIS,Hold,7,107.46,112.75,4.92,0.34,-21.87,9.97
VFC,Consider,6,22.28,18.69,-16.1,6.85,-51.02,-47.93
EW,Hold,5,73.42,85.25,16.11,-3.42,-5.48,4.62
UBER,Pass,4,65.97,78.68,19.26,16.64,9.56,39.78
BURBY,Pass,2,11.67,17.18,47.22,24.25,-22.45,41.56
GPC,Pass,5,112.3,126.21,12.38,5.0,0.25,7.2
NKE,Hold,5,69.57,58.96,-15.25,0.2,-23.22,2.3
