Ticker,Action,Conviction,Entry_Price,Current_Price,Current_Return_Pct,T+1m,T+3m,T+6m
BABA,Buy,10,162.48,151.14,-6.98,2.81,-9.47,
PYPL,Buy,8,68.36,59.58,-12.85,-1.62,-11.97,
INTC,Buy,9,30.57,37.46,22.52,21.07,17.93,
^GSPC,Hold,7,6631.96,6834.78,3.06,0.48,1.35,
NVDA,Hold,6,176.23,179.77,2.01,3.96,-3.0,
AMD,Sell,8,157.92,213.73,35.34,47.59,25.45,
DIS,Hold,5,114.09,112.62,-1.29,-3.65,-3.03,
GXO,Buy,7,51.11,52.96,3.62,8.04,2.92,
NOV,Buy,8,12.91,15.7,21.64,-2.39,21.3,
WEN,Hold,5,9.36,8.41,-10.12,-6.72,-9.32,
ATKR,Watch,6,60.26,64.59,7.18,7.64,5.76,
NCL,Avoid,4,11.14,0.26,-97.69,-94.27,-97.29,
LEG,Hold,6,9.6,11.16,16.32,-7.99,17.94,
IFF,Buy,7,63.33,65.79,3.88,0.66,3.62,
CYH,Watch,5,3.08,3.2,3.9,0.0,3.9,
ADBE,Avoid,1,367.46,356.45,-3.0,-9.31,-3.48,
REGN,Buy,7,597.96,766.61,28.2,-3.45,25.39,
SBUX,Hold,4,82.82,89.04,7.5,2.33,2.88,
DECK,Avoid,3,115.43,99.01,-14.22,-13.52,-11.3,
