Ticker,Action,Conviction,Entry_Price,Current_Price,Current_Return_Pct,T+1m,T+3m,T+6m
LULU,Avoid,4,317.86,215.11,-32.33,-9.37,-21.79,25.72
AVGO,Hold,5,138.4,329.88,138.35,24.43,0.43,28.46
ALB,Buy,9,111.24,140.48,26.29,-15.38,-31.53,-7.92
QXO,Buy,10,220.0,21.88,-90.05,-80.46,-93.24,-92.1
SWK,Buy,8,77.44,72.94,-5.81,0.75,17.59,4.2
GNRC,Buy,8,138.25,136.99,-0.91,2.8,2.98,29.63
CRK,Hold,7,11.7,21.03,79.74,-11.62,-20.77,24.1
BABA,Buy,9,75.47,147.32,95.21,-0.95,6.12,11.97
BA,Hold,7,190.24,208.27,9.48,-3.42,-14.37,-19.09
PYPL,Hold,7,67.14,59.44,-11.47,-12.48,3.05,33.55
CCI,Buy,8,91.48,86.9,-5.01,-1.25,18.68,4.2
SAIA,Avoid,2,445.7,329.04,-26.17,-1.17,-7.83,15.76
FOXF,Possible Buy,5,44.59,17.59,-60.55,-0.9,-17.6,-31.22
BTMD,Avoid,4,6.69,2.75,-58.89,16.59,-7.62,-3.89
IPG,Pass,4,28.95,24.57,-15.13,-7.26,2.14,-2.74
DNUT,Avoid,2,10.44,4.64,-55.54,-8.09,8.25,-3.16
VFC,Hold,7,13.07,18.36,40.51,-5.56,30.32,56.84
ACMR,Pass,4,22.41,37.81,68.72,6.56,-30.39,-33.56
