Ticker,Action,Conviction,Entry_Price,Current_Price,Current_Return_Pct,T+1m,T+3m,T+6m
BABA,Hold/Accumulate,9,133.38,151.14,13.32,-12.73,-14.47,28.89
BAX,Hold,8,33.26,19.13,-42.49,-9.41,-9.32,-33.95
CPS,Hold,9,16.04,35.27,119.89,-8.92,35.79,129.99
DIS,Buy,7,99.35,112.75,13.49,-10.24,22.31,13.44
ALB,Hold,9,73.64,149.5,103.01,-21.67,-12.54,19.27
SBLK,Hold,9,15.73,18.31,16.36,-7.98,7.93,21.81
INTC,Hold,8,23.62,37.47,58.66,-13.17,-3.94,50.3
QXO,Buy and set and forget,10,14.01,21.85,55.93,-4.21,47.97,34.12
VFC,Hold,8,16.18,18.69,15.55,-29.75,-27.61,-9.41
BA,Buy,9,179.11,215.61,20.38,1.78,19.79,23.53
AAP,Buy,8,39.69,40.91,3.07,-18.54,16.09,52.93
XOM,Hold,7,114.73,116.79,1.79,-7.85,-6.36,1.28
NKE,Wait,5,64.62,58.96,-8.76,-12.9,10.21,6.59
UPS,Pass,4,105.36,101.24,-3.91,-12.54,-7.36,-21.89
CNM,Pass,2,49.93,54.01,8.17,5.87,20.89,5.79
NVDA,Hold,8,111.41,179.92,61.49,-2.42,41.58,59.93
