Ticker,Action,Conviction,Entry_Price,Current_Price,Current_Return_Pct,T+1m,T+3m,T+6m
VFC,Hold,9,16.78,18.69,11.38,17.92,23.96,-3.78
INTC,Hold,9,19.36,37.47,93.57,21.69,3.93,32.7
BABA,Hold,10,84.07,151.14,79.78,28.83,4.08,72.62
GOOS,Hold,7,10.35,12.75,23.22,14.49,-3.86,-17.58
CRI,Hold,8,65.8,31.92,-51.49,-11.52,-20.76,-39.14
NKE,Monitor,6,76.21,58.96,-22.64,4.78,1.09,-5.04
AMZN,Hold,6,187.0,228.68,22.29,0.97,23.13,4.67
BA,Hold,7,162.77,215.61,32.46,-7.22,1.96,-0.57
BBWI,Avoid,2,26.23,19.73,-24.78,15.3,41.57,12.21
BMI,Pass,4,201.94,182.78,-9.49,10.99,16.8,-1.68
VLKAF,Avoid,2,100.25,121.0,20.69,0.72,-12.07,13.83
F,Avoid,2,9.75,13.45,37.88,0.94,-0.65,-2.23
GM,Avoid,2,45.54,82.44,81.01,3.79,13.09,6.76
TM,Avoid,2,170.32,220.34,29.37,0.22,2.58,8.49
LVMUY,Monitor,6,131.59,147.75,12.28,6.0,1.51,0.09
VFC,Hold,9,16.78,18.69,11.38,17.92,23.96,-3.78
INTC,Hold,9,19.36,37.47,93.57,21.69,3.93,32.7
BABA,Hold,10,84.07,151.14,79.78,28.83,4.08,72.62
GOOS,Hold,7,10.35,12.75,23.22,14.49,-3.86,-17.58
CRI,Hold,8,65.8,31.92,-51.49,-11.52,-20.76,-39.14
NKE,Monitor,6,76.21,58.96,-22.64,4.78,1.09,-5.04
AMZN,Hold,6,187.0,228.68,22.29,0.97,23.13,4.67
BA,Hold,7,162.77,215.61,32.46,-7.22,1.96,-0.57
BBWI,Avoid,2,26.23,19.73,-24.78,15.3,41.57,12.21
BMI,Pass,4,201.94,182.78,-9.49,10.99,16.8,-1.68
VLKAF,Avoid,2,100.25,121.0,20.69,0.72,-12.07,13.83
F,Avoid,2,9.75,13.45,37.88,0.94,-0.65,-2.23
GM,Avoid,2,45.54,82.44,81.01,3.79,13.09,6.76
TM,Avoid,2,170.32,220.34,29.37,0.22,2.58,8.49
LVMUY,Monitor,6,131.59,147.75,12.28,6.0,1.51,0.09
VFC,Hold,9,16.78,18.69,11.38,17.92,23.96,-3.78
INTC,Hold,9,19.36,37.47,93.57,21.69,3.93,32.7
BABA,Hold,10,84.07,151.14,79.78,28.83,4.08,72.62
GOOS,Hold,7,10.35,12.75,23.22,14.49,-3.86,-17.58
CRI,Hold,8,65.8,31.92,-51.49,-11.52,-20.76,-39.14
NKE,Monitor,6,76.21,58.96,-22.64,4.78,1.09,-5.04
AMZN,Hold,6,187.0,228.68,22.29,0.97,23.13,4.67
BA,Hold,7,162.77,215.61,32.46,-7.22,1.96,-0.57
BBWI,Avoid,2,26.23,19.73,-24.78,15.3,41.57,12.21
BMI,Pass,4,201.94,182.78,-9.49,10.99,16.8,-1.68
VLKAF,Avoid,2,100.25,121.0,20.69,0.72,-12.07,13.83
F,Avoid,2,9.75,13.45,37.88,0.94,-0.65,-2.23
GM,Avoid,2,45.54,82.44,81.01,3.79,13.09,6.76
TM,Avoid,2,170.32,220.34,29.37,0.22,2.58,8.49
LVMUY,Monitor,6,131.59,147.75,12.28,6.0,1.51,0.09
VFC,Hold,9,16.78,18.69,11.38,17.92,23.96,-3.78
INTC,Hold,9,19.36,37.47,93.57,21.69,3.93,32.7
BABA,Hold,10,84.07,151.14,79.78,28.83,4.08,72.62
GOOS,Hold,7,10.35,12.75,23.22,14.49,-3.86,-17.58
CRI,Hold,8,65.8,31.92,-51.49,-11.52,-20.76,-39.14
NKE,Monitor,6,76.21,58.96,-22.64,4.78,1.09,-5.04
AMZN,Hold,6,187.0,228.68,22.29,0.97,23.13,4.67
BA,Hold,7,162.77,215.61,32.46,-7.22,1.96,-0.57
BBWI,Avoid,2,26.23,19.73,-24.78,15.3,41.57,12.21
BMI,Pass,4,201.94,182.78,-9.49,10.99,16.8,-1.68
VLKAF,Avoid,2,100.25,121.0,20.69,0.72,-12.07,13.83
F,Avoid,2,9.75,13.45,37.88,0.94,-0.65,-2.23
GM,Avoid,2,45.54,82.44,81.01,3.79,13.09,6.76
TM,Avoid,2,170.32,220.34,29.37,0.22,2.58,8.49
LVMUY,Monitor,6,131.59,147.75,12.28,6.0,1.51,0.09
