Ticker,Action,Conviction,Entry_Price,Current_Price,Current_Return_Pct,T+1m,T+3m,T+6m
META,Hold,5,588.67,664.45,12.87,,,
NFLX,Sell/Avoid,6,105.67,94.0,-11.04,,,
BABA,Buy,8,153.28,147.32,-3.89,,,
INTC,Hold,8,33.62,36.28,7.91,,,
NVDA,Sell/Avoid,7,180.63,174.14,-3.59,,,
NOV,Hold,8,14.31,15.54,8.57,,,
CTRA,Hold,7,25.4,25.43,0.12,,,
VFC,Buy,8,14.56,18.36,26.12,,,
PYPL,Buy,7,58.1,59.44,2.3,,,
CLX,Consider,7,100.07,99.39,-0.68,,,
HRL,Consider,7,22.32,24.0,7.53,,,
XOM,Consider,7,117.02,116.54,-0.41,,,
DIN,Avoid,3,26.04,34.5,32.49,,,
UA,Avoid,2,3.96,4.36,10.1,,,
BWXT,Avoid,1,175.28,170.75,-2.58,,,
TMDX,Avoid,1,123.82,121.07,-2.22,,,
SLB,Consider,6,34.91,38.13,9.21,,,
META,Hold,5,588.67,664.45,12.87,,,
NFLX,Sell/Avoid,6,105.67,94.0,-11.04,,,
BABA,Buy,8,153.28,147.32,-3.89,,,
INTC,Hold,8,33.62,36.28,7.91,,,
NVDA,Sell/Avoid,7,180.63,174.14,-3.59,,,
NOV,Hold,8,14.31,15.54,8.57,,,
CTRA,Hold,7,25.4,25.43,0.12,,,
VFC,Buy,8,14.56,18.36,26.12,,,
PYPL,Buy,7,58.1,59.44,2.3,,,
CLX,Consider,7,100.07,99.39,-0.68,,,
HRL,Consider,7,22.32,24.0,7.53,,,
XOM,Consider,7,117.02,116.54,-0.41,,,
DIN,Avoid,3,26.04,34.5,32.49,,,
UA,Avoid,2,3.96,4.36,10.1,,,
BWXT,Avoid,1,175.28,170.75,-2.58,,,
TMDX,Avoid,1,123.82,121.07,-2.22,,,
SLB,Consider,6,34.91,38.13,9.21,,,
META,Hold,5,588.67,664.45,12.87,,,
NFLX,Sell/Avoid,6,105.67,94.0,-11.04,,,
BABA,Buy,8,153.28,147.32,-3.89,,,
INTC,Hold,8,33.62,36.28,7.91,,,
NVDA,Sell/Avoid,7,180.63,174.14,-3.59,,,
NOV,Hold,8,14.31,15.54,8.57,,,
CTRA,Hold,7,25.4,25.43,0.12,,,
VFC,Buy,8,14.56,18.36,26.12,,,
PYPL,Buy,7,58.1,59.44,2.3,,,
CLX,Consider,7,100.07,99.39,-0.68,,,
HRL,Consider,7,22.32,24.0,7.53,,,
XOM,Consider,7,117.02,116.54,-0.41,,,
DIN,Avoid,3,26.04,34.5,32.49,,,
UA,Avoid,2,3.96,4.36,10.1,,,
BWXT,Avoid,1,175.28,170.75,-2.58,,,
TMDX,Avoid,1,123.82,121.07,-2.22,,,
SLB,Consider,6,34.91,38.13,9.21,,,
META,Hold,5,588.67,664.45,12.87,,,
NFLX,Sell/Avoid,6,105.67,94.0,-11.04,,,
BABA,Buy,8,153.28,147.32,-3.89,,,
INTC,Hold,8,33.62,36.28,7.91,,,
NVDA,Sell/Avoid,7,180.63,174.14,-3.59,,,
NOV,Hold,8,14.31,15.54,8.57,,,
CTRA,Hold,7,25.4,25.43,0.12,,,
VFC,Buy,8,14.56,18.36,26.12,,,
PYPL,Buy,7,58.1,59.44,2.3,,,
CLX,Consider,7,100.07,99.39,-0.68,,,
HRL,Consider,7,22.32,24.0,7.53,,,
XOM,Consider,7,117.02,116.54,-0.41,,,
DIN,Avoid,3,26.04,34.5,32.49,,,
UA,Avoid,2,3.96,4.36,10.1,,,
BWXT,Avoid,1,175.28,170.75,-2.58,,,
TMDX,Avoid,1,123.82,121.07,-2.22,,,
SLB,Consider,6,34.91,38.13,9.21,,,
