Ticker,Action,Conviction,Entry_Price,Current_Price,Current_Return_Pct,T+1m,T+3m,T+6m
MSFT,Hold. Watch guidance on AI spend and Azure cloud growth.,7,423.13,485.2,14.67,8.8,23.43,24.02
META,Hold. Watch ad revenue and daily active user numbers.,7,570.92,667.65,16.94,17.25,31.17,16.64
AAPL,"Hold. Watch for commentary on China, both production and consumption.",6,212.59,271.07,27.51,-5.32,-5.0,27.54
AMZN,Buy on dips. Watch for commentary on Chinese sellers on the Amazon website.,7,190.2,228.68,20.23,8.65,12.91,17.17
QCOM,Hold. Await a few quarters for the semiconductor cycle to improve.,5,132.96,176.4,32.67,8.45,10.26,32.64
SWK,Hold. Beneficiary of lower rates and housing recovery.,7,56.87,72.96,28.3,8.5,15.12,19.2
DG,"Hold. Short Wall Street, long Main Street.",7,89.55,135.53,51.35,7.31,20.47,11.2
SPY,Buy on dips. Expect high single digits to low double digits on the S&P for the year.,7,555.28,680.66,22.58,6.13,11.65,22.43
TLT,Hold. Beneficiary of lower rates.,6,86.44,87.54,1.28,-3.62,0.14,4.02
IWM,Buy on dips. Expect small caps to outperform.,8,194.32,251.29,29.31,4.92,9.92,25.58
BABA,Hold in Hong Kong. Expect Ant Financial IPO in the next 12 months.,8,118.53,151.14,27.52,-4.8,-1.23,46.74
DIS,Hold. Beneficiary of China film dates.,5,89.82,112.75,25.53,24.38,28.94,23.68
NVDA,Hold. Watch for competition from China's Huawei.,5,111.59,179.92,61.23,23.09,55.66,81.81
PYPL,Buy handover fist and wait for the recovery aka turnaround Tom.,9,65.26,59.58,-8.7,8.44,2.6,3.85
INTC,Buy and hold for the long term.,9,19.98,37.47,87.56,-1.2,-3.35,101.0
ETSY,Hold. Showing some good stuff.,7,42.51,54.5,28.21,38.18,38.25,45.68
BP,Pass. Brain damage in management.,2,26.67,34.03,27.61,7.82,15.73,28.59
UNH,Pass. Not interesting enough at these levels.,4,392.72,333.88,-14.98,-23.95,-40.24,-12.8
GOOG,Pass. Not an easy double or triple.,5,162.34,305.73,88.32,4.66,16.82,73.53
AUB,Hold. Solid bank.,6,27.19,36.38,33.79,6.71,12.57,18.06
JD,Pass. Not as attractive as BABA.,4,32.85,28.83,-12.25,0.03,-5.91,1.58
ZIM,Pass. Quickest way to lose money.,1,14.39,19.31,34.13,17.63,7.14,2.34
TGT,Buy if you have to buy a retailer.,6,92.7,96.99,4.63,-1.65,5.15,-1.01
XOM,Hold. We've gotten out.,5,102.95,116.79,13.44,-1.68,4.6,10.44
