Ticker,Action,Conviction,Entry_Price,Current_Price,Current_Return_Pct,T+1m,T+3m,T+6m
GXO,Buy,9,47.97,53.08,10.65,6.13,3.52,10.84
ALB,Buy,8,56.18,148.99,165.18,46.91,45.22,150.03
QXO,Buy,7,23.79,21.8,-8.36,-6.52,-13.32,-8.03
INTC,Buy,8,21.08,37.49,77.85,10.25,40.32,72.11
BABA,Buy,9,113.01,151.18,33.78,6.81,44.07,30.36
PYPL,Buy,7,69.89,59.6,-14.71,8.49,-2.61,-14.95
VFC,Buy,7,11.58,18.77,62.05,11.19,24.05,58.51
RRC,Buy,7,43.01,34.49,-19.81,-17.53,-19.99,-20.12
CLX,Hold,6,118.31,98.67,-16.6,7.46,1.76,-15.99
CCI,Buy,7,97.91,86.78,-11.36,10.05,-5.52,-11.24
TSLA,Hold,5,322.16,481.83,49.56,3.09,32.25,49.56
GOOG,Hold,5,167.47,305.68,82.53,14.54,52.31,81.37
AMZN,Buy,6,209.69,228.77,9.1,8.48,10.39,8.14
ENPH,Avoid,3,35.85,33.25,-7.24,18.55,7.17,-8.06
SFM,Avoid,2,165.96,81.44,-50.93,-0.89,-27.45,-51.71
OFLX,Avoid,3,31.67,28.58,-9.75,8.31,5.62,-9.75
AMD,Avoid,4,128.24,213.93,66.82,20.65,22.73,56.78
NKE,Hold,5,59.1,58.99,-0.2,26.09,19.18,11.04
