Ticker,Action,Conviction,Entry_Price,Current_Price,Current_Return_Pct,T+1m,T+3m,T+6m
PYPL,Buy,9,65.16,59.58,-8.56,10.9,19.77,37.05
SWK,Buy,9,95.32,72.96,-23.46,0.85,-6.77,-14.63
DIS,Buy,9,91.63,112.75,23.05,-2.87,2.18,23.06
GXO,Buy,8,54.37,53.13,-2.28,-7.95,13.89,-18.65
NVDA,Hold,6,109.16,179.92,64.82,9.3,27.6,6.84
INTC,Hold,6,28.87,37.47,29.82,-23.65,-22.75,-32.86
AMD,Hold,6,132.54,213.55,61.12,12.09,12.12,-13.78
MMM,Buy,8,122.81,162.41,32.25,7.07,1.41,19.91
BAC,Re-enter on pullback,7,38.14,55.17,44.62,3.16,7.81,18.41
C,Re-enter on pullback,7,60.45,115.3,90.74,-0.06,2.91,29.03
TSLA,Hold,5,216.86,479.84,121.27,-1.27,18.76,76.93
GE,Hold,5,168.46,308.08,82.89,2.87,3.03,20.62
MSFT,Underperform,7,412.48,485.2,17.63,0.19,3.88,-1.11
AAPL,Hold,5,216.89,271.07,24.98,4.99,5.5,4.66
AMZN,Hold,5,184.07,228.68,24.24,-3.03,4.7,28.98
BABA,Hold,5,76.68,151.14,97.09,6.87,26.57,26.46
UBER,Underperform,6,61.02,78.68,28.93,19.85,30.17,10.28
FDX,Underperform,6,288.1,286.59,-0.52,0.32,-7.52,-16.13
UPS,Underperform,6,119.18,101.24,-15.05,-0.3,3.77,-12.63
CRWD,Avoid,2,224.22,485.05,116.33,23.66,37.12,77.31
F,Avoid,1,9.67,13.45,39.11,6.31,-0.53,-4.77
GM,Avoid,1,42.72,82.44,92.97,14.78,20.13,10.97
SWBI,Avoid,2,15.04,10.41,-30.73,-9.18,-18.55,-34.49
GPN,Avoid,3,96.53,81.22,-15.86,13.14,5.55,13.29
PAYC,Avoid,3,165.54,163.48,-1.25,-2.52,3.15,23.1
ATKR,Avoid,3,125.62,64.75,-48.45,-27.43,-33.51,-37.8
XLU,Take a break,6,35.75,43.02,20.33,2.96,7.46,7.27
NXPI,Monitor,7,237.0,228.4,-3.63,5.23,1.14,-15.21
SPY,Hold,7,534.85,680.66,27.26,3.81,7.14,10.79
^GSPC,Hold,7,5446.68,6836.33,25.51,3.7,6.74,10.06
CSCO,Hold,7,45.85,78.64,71.53,6.65,18.2,30.67
