Ticker,Action,Conviction,Entry_Price,Current_Price,Current_Return_Pct,T+1m,T+3m,T+6m
NOV,Buy,10,12.82,15.7,22.53,-6.02,-0.52,
AAP,Buy,9,60.78,40.92,-32.68,-6.94,-11.81,
GOOS,Buy,8,14.12,12.74,-9.77,-19.69,-7.86,
VFC,Buy,7,12.16,18.77,54.4,6.43,17.21,
BABA,Buy,8,117.3,151.18,28.88,3.38,41.44,
BA,Hold/Trim,7,231.0,215.8,-6.58,1.84,-7.36,
SWK,Buy,7,69.22,73.08,5.58,4.57,-3.3,
QXO,Hold,7,21.79,21.8,0.05,-5.92,-10.65,
DAL,Hold,6,55.97,71.09,27.01,7.3,9.9,
SBUX,Wait for downgrade,5,91.92,89.03,-3.14,-2.14,-10.5,
PG,Pass,2,153.49,144.14,-6.09,-0.13,-4.62,
RIVN,Avoid,10,12.9,22.55,74.84,-5.12,3.95,
NVDA,Hold,5,172.98,179.85,3.97,4.31,3.95,
TSLA,Hold,5,319.41,481.83,50.85,3.49,36.24,
DIS,Hold,7,121.39,112.76,-7.1,-5.58,-8.59,
MAC,Hold,7,16.33,18.67,14.35,3.49,5.24,
GXO,Hold,7,51.4,53.08,3.27,2.24,4.84,
INTC,Hold,6,22.8,37.49,64.43,7.72,62.94,
PYPL,Hold,6,73.69,59.6,-19.11,-6.27,-7.96,
AAPL,Hold,5,209.58,270.82,29.22,10.4,18.86,
AMZN,Hold,5,223.88,228.77,2.18,3.19,-3.71,
XOM,Hold,6,109.67,116.66,6.37,-3.74,0.89,
REGN,Hold,5,548.48,767.09,39.86,5.53,4.96,
BIIB,Hold,5,128.69,174.76,35.8,7.7,11.63,
BAX,Hold,6,27.68,19.14,-30.87,-13.3,-17.86,
HBI,Trade,4,4.56,6.47,41.89,41.01,49.78,
VFC,Hold,6,12.16,18.77,54.4,6.43,17.21,
COP,Hold,5,91.2,92.52,1.44,2.72,-4.68,
ATS,Hold,7,31.17,27.34,-12.29,-11.13,-15.62,
TPL,Avoid,3,988.69,900.07,-8.96,-11.09,-6.44,
LTM,Trade,4,42.59,54.7,28.44,3.62,5.02,
