Ticker,Action,Conviction,Entry_Price,Current_Price,Current_Return_Pct,T+1m,T+3m,T+6m
BABA,Buy,10,118.09,151.14,27.99,39.09,34.55,
UNH,Hold,8,299.43,333.69,11.44,13.22,2.54,
NUE,Hold,7,142.67,158.13,10.84,-5.98,4.14,
INTC,Buy,9,23.5,37.46,59.38,22.38,49.4,
META,Hold,5,738.0,667.88,-9.5,3.6,-20.08,
AMAT,Sell,2,159.53,257.49,61.41,25.45,47.1,
TGT,Watch,5,95.85,97.07,1.27,-10.82,-10.19,
ALB,Buy,8,78.28,148.77,90.05,2.38,60.07,
CPS,Buy,10,34.31,35.31,2.92,13.29,-12.74,
QXO,Buy,8,18.82,21.75,15.6,5.95,-13.39,
VFC,Buy,7,12.89,18.76,45.59,10.63,13.26,
AAP,Buy,9,55.32,40.77,-26.3,8.2,-9.55,
XBI,Buy,7,89.89,123.69,37.6,8.24,27.37,
IBB,Buy,7,138.53,170.46,23.05,3.41,19.14,
ATRO,Pass,4,35.6,54.71,53.68,19.8,38.65,
CE,Watch,6,44.65,42.57,-4.66,-2.22,-19.04,
