Ticker,Action,Conviction,Entry_Price,Current_Price,Current_Return_Pct,T+1m,T+3m,T+6m
ALB,Buy,10,108.61,149.5,37.65,-23.12,-31.01,-46.81
XBI,Buy,9,99.26,123.89,24.81,-7.83,-12.33,-16.86
GXO,Buy,9,60.4,53.13,-12.04,-28.69,-36.46,-30.58
BABA,Hold,8,84.52,151.14,78.82,-1.16,62.83,39.57
TLT,Buy,7,89.87,87.54,-2.59,-6.35,-2.67,-5.9
VRSN,Hold,5,190.83,245.04,28.41,6.55,24.65,44.76
BAX,Hold,7,32.95,19.13,-41.95,-12.79,6.15,-9.19
AMGN,Watch,6,269.33,327.92,21.75,-6.77,15.21,4.99
PEP,Watch,6,155.46,148.83,-4.27,-7.09,-4.37,-18.19
JNJ,Watch,6,150.2,207.99,38.48,-6.96,7.98,0.92
GILD,Watch,6,90.7,125.0,37.82,-1.45,24.46,19.3
CSCO,Watch,6,57.94,78.64,35.74,-0.56,7.42,10.2
TGT,Watch,6,125.2,96.99,-22.53,4.95,-12.01,-27.02
XLB,Buy,8,46.43,45.49,-2.02,-11.69,-7.06,-6.64
AAPL,Underweight,3,238.51,271.07,13.65,1.78,-1.67,-16.06
IJR,Buy,7,123.78,122.65,-0.91,-8.51,-14.64,-15.08
EFT,Further Exploration,6,12.2,11.25,-7.8,-1.91,-1.21,-4.59
SLX,Pass,2,69.0,84.98,23.16,-15.77,-9.13,-6.77
HPP,Pass,2,26.53,10.31,-61.16,-24.54,-20.32,-43.8
ABEV,Pass,3,2.02,2.49,23.78,-11.82,6.5,20.81
MAT,Pass,2,18.92,20.26,7.11,-6.29,9.25,-2.06
OXY,Pass,4,49.11,39.74,-19.07,-0.76,-8.93,-16.26
CVNA,No Interest,1,254.94,469.38,84.11,-21.72,-26.71,34.66
XMAG,Why Not,6,20.64,22.61,9.52,-5.2,-3.73,-0.83
CE,Interesting,6,74.04,42.81,-42.18,-7.81,-25.56,-26.45
ALB,Buy,10,108.61,149.5,37.65,-23.12,-31.01,-46.81
XBI,Buy,9,99.26,123.89,24.81,-7.83,-12.33,-16.86
GXO,Buy,9,60.4,53.13,-12.04,-28.69,-36.46,-30.58
BABA,Hold,8,84.52,151.14,78.82,-1.16,62.83,39.57
TLT,Buy,7,89.87,87.54,-2.59,-6.35,-2.67,-5.9
VRSN,Hold,5,190.83,245.04,28.41,6.55,24.65,44.76
BAX,Hold,7,32.95,19.13,-41.95,-12.79,6.15,-9.19
AMGN,Watch,6,269.33,327.92,21.75,-6.77,15.21,4.99
PEP,Watch,6,155.46,148.83,-4.27,-7.09,-4.37,-18.19
JNJ,Watch,6,150.2,207.99,38.48,-6.96,7.98,0.92
GILD,Watch,6,90.7,125.0,37.82,-1.45,24.46,19.3
CSCO,Watch,6,57.94,78.64,35.74,-0.56,7.42,10.2
TGT,Watch,6,125.2,96.99,-22.53,4.95,-12.01,-27.02
XLB,Buy,8,46.43,45.49,-2.02,-11.69,-7.06,-6.64
AAPL,Underweight,3,238.51,271.07,13.65,1.78,-1.67,-16.06
IJR,Buy,7,123.78,122.65,-0.91,-8.51,-14.64,-15.08
EFT,Further Exploration,6,12.2,11.25,-7.8,-1.91,-1.21,-4.59
SLX,Pass,2,69.0,84.98,23.16,-15.77,-9.13,-6.77
HPP,Pass,2,26.53,10.31,-61.16,-24.54,-20.32,-43.8
ABEV,Pass,3,2.02,2.49,23.78,-11.82,6.5,20.81
MAT,Pass,2,18.92,20.26,7.11,-6.29,9.25,-2.06
OXY,Pass,4,49.11,39.74,-19.07,-0.76,-8.93,-16.26
CVNA,No Interest,1,254.94,469.38,84.11,-21.72,-26.71,34.66
XMAG,Why Not,6,20.64,22.61,9.52,-5.2,-3.73,-0.83
CE,Interesting,6,74.04,42.81,-42.18,-7.81,-25.56,-26.45
ALB,Buy,10,83.5,149.5,79.05,-3.23,-30.96,-16.61
XBI,Buy,9,91.49,123.89,35.42,1.14,-19.52,-7.44
GXO,Buy,9,43.07,53.13,23.36,4.39,-20.27,16.65
BABA,Hold,8,83.54,151.14,80.92,20.48,37.19,29.27
TLT,Buy,7,84.16,87.54,4.02,1.34,7.13,0.37
VRSN,Hold,5,203.33,245.04,20.52,6.53,17.11,40.24
BAX,Hold,7,28.74,19.13,-33.44,7.38,-1.13,5.88
AMGN,Watch,6,251.11,327.92,30.59,11.47,14.46,16.49
PEP,Watch,6,144.44,148.83,3.04,-4.47,-1.53,-8.31
JNJ,Watch,6,139.74,207.99,48.84,6.58,7.25,9.97
GILD,Watch,6,89.38,125.0,39.86,6.65,17.55,22.59
CSCO,Watch,6,57.61,78.64,36.5,4.5,-6.47,18.34
TGT,Watch,6,131.39,96.99,-26.18,-1.16,-29.63,-24.15
XLB,Buy,8,41.0,45.49,10.95,7.13,-5.96,10.72
AAPL,Underweight,3,242.75,271.07,11.67,-4.53,-22.66,-13.67
IJR,Buy,7,113.25,122.65,8.31,2.79,-17.44,-1.91
EFT,Further Exploration,6,11.97,11.25,-6.0,3.08,-12.14,0.41
SLX,Pass,2,58.12,84.98,46.21,5.76,-6.66,20.42
HPP,Pass,2,20.02,10.31,-48.53,11.89,-9.79,-5.24
ABEV,Pass,3,1.78,2.49,40.37,0.55,27.43,34.21
MAT,Pass,2,17.73,20.26,14.3,1.92,-7.22,13.31
OXY,Pass,4,48.74,39.74,-18.45,-4.46,-18.2,-7.17
CVNA,No Interest,1,199.56,469.38,135.2,29.11,-18.54,73.34
XMAG,Why Not,6,19.57,22.61,15.53,5.02,-8.98,8.85
CE,Interesting,6,68.25,42.81,-37.28,4.31,-40.06,-11.67
