Ticker,Action,Conviction,Entry_Price,Current_Price,Current_Return_Pct,T+1m,T+3m,T+6m
BABA,Buy,10,175.47,151.14,-13.87,-0.44,,
INTC,Buy,9,33.99,37.46,10.19,12.62,,
CRK,Buy,10,19.37,21.62,11.63,-7.74,,
XOM,Consider selective opportunities,8,114.59,116.6,1.76,-0.17,,
ALB,Buy on weakness,9,84.57,148.77,75.9,24.53,,
IWM,Increase exposure,8,238.49,250.95,5.22,4.24,,
PYPL,Buy,8,66.59,59.58,-10.53,4.54,,
NOW,Monitor,7,183.72,155.29,-15.48,1.26,,
BYD,Monitor,7,84.31,86.59,2.7,-6.77,,
DIS,Monitor,5,112.23,112.62,0.35,-1.16,,
UPS,Monitor,5,81.17,101.19,24.66,5.62,,
NOG,Avoid,2,26.5,21.65,-18.33,-18.68,,
CAR,Avoid,1,163.28,131.56,-19.43,-3.84,,
NLY,Avoid,2,20.12,22.84,13.52,4.11,,
EL,Monitor,5,83.68,108.12,29.21,21.63,,
SPY,Monitor,5,658.05,680.57,3.42,2.92,,
NVDA,Monitor,5,177.68,179.77,1.18,4.82,,
