Ticker,Action,Conviction,Entry_Price,Current_Price,Current_Return_Pct,T+1m,T+3m,T+6m
PLTR,Hold,9,37.49,190.33,407.68,10.86,100.56,97.41
BABA,Buy on dips,10,113.33,151.14,33.36,-14.98,-26.29,1.12
INTC,Buy,10,22.39,37.47,67.37,-3.89,-9.69,-11.34
COST,Buy on technical dips,7,872.81,851.7,-2.42,-0.5,3.7,4.57
DIS,Hold,7,92.71,112.75,21.62,2.18,18.23,-10.89
AMZN,Take profits,5,184.76,228.68,23.77,0.89,19.19,-7.45
TSLA,Hold,5,249.02,479.84,92.69,0.33,52.31,-3.85
HUM,Research for potential opportunity,5,243.08,261.38,7.53,4.6,2.86,3.65
XOM,Pass,4,116.26,116.79,0.45,-3.9,-10.97,-12.66
KSS,Avoid,2,18.1,22.74,25.63,-5.23,-25.61,-61.42
AZO,Hold,5,3083.43,3401.04,10.3,-2.41,5.4,18.48
INMD,Research for potential opportunity,7,15.44,14.43,-6.57,10.62,9.84,1.75
PZZA,Research for potential opportunity,6,49.62,40.64,-18.09,0.0,-16.58,-29.12
TXT,Pass,3,86.87,89.35,2.85,-7.54,-12.84,-30.15
BA,Hold,6,152.89,215.61,41.02,-2.34,12.41,-10.66
PLTR,Hold,9,37.49,190.33,407.68,10.86,100.56,97.41
BABA,Buy on dips,10,113.33,151.14,33.36,-14.98,-26.29,1.12
INTC,Buy,10,22.39,37.47,67.37,-3.89,-9.69,-11.34
COST,Buy on technical dips,7,872.81,851.7,-2.42,-0.5,3.7,4.57
DIS,Hold,7,92.71,112.75,21.62,2.18,18.23,-10.89
AMZN,Take profits,5,184.76,228.68,23.77,0.89,19.19,-7.45
TSLA,Hold,5,249.02,479.84,92.69,0.33,52.31,-3.85
HUM,Research for potential opportunity,5,243.08,261.38,7.53,4.6,2.86,3.65
XOM,Pass,4,116.26,116.79,0.45,-3.9,-10.97,-12.66
KSS,Avoid,2,18.1,22.74,25.63,-5.23,-25.61,-61.42
AZO,Hold,5,3083.43,3401.04,10.3,-2.41,5.4,18.48
INMD,Research for potential opportunity,7,15.44,14.43,-6.57,10.62,9.84,1.75
PZZA,Research for potential opportunity,6,49.62,40.64,-18.09,0.0,-16.58,-29.12
TXT,Pass,3,86.87,89.35,2.85,-7.54,-12.84,-30.15
BA,Hold,6,152.89,215.61,41.02,-2.34,12.41,-10.66
PLTR,Hold,9,37.49,190.33,407.68,10.86,100.56,97.41
BABA,Buy on dips,10,113.33,151.14,33.36,-14.98,-26.29,1.12
INTC,Buy,10,22.39,37.47,67.37,-3.89,-9.69,-11.34
COST,Buy on technical dips,7,872.81,851.7,-2.42,-0.5,3.7,4.57
DIS,Hold,7,92.71,112.75,21.62,2.18,18.23,-10.89
AMZN,Take profits,5,184.76,228.68,23.77,0.89,19.19,-7.45
TSLA,Hold,5,249.02,479.84,92.69,0.33,52.31,-3.85
HUM,Research for potential opportunity,5,243.08,261.38,7.53,4.6,2.86,3.65
XOM,Pass,4,116.26,116.79,0.45,-3.9,-10.97,-12.66
KSS,Avoid,2,18.1,22.74,25.63,-5.23,-25.61,-61.42
AZO,Hold,5,3083.43,3401.04,10.3,-2.41,5.4,18.48
INMD,Research for potential opportunity,7,15.44,14.43,-6.57,10.62,9.84,1.75
PZZA,Research for potential opportunity,6,49.62,40.64,-18.09,0.0,-16.58,-29.12
TXT,Pass,3,86.87,89.35,2.85,-7.54,-12.84,-30.15
BA,Hold,6,152.89,215.61,41.02,-2.34,12.41,-10.66
PLTR,Hold,9,39.24,190.33,385.04,6.83,103.59,98.37
BABA,Buy on dips,10,110.96,151.14,36.21,-13.52,-24.19,-6.08
INTC,Buy,10,22.26,37.47,68.35,4.22,-7.64,-12.08
COST,Buy on technical dips,7,869.97,851.7,-2.1,0.32,4.81,3.96
DIS,Hold,7,92.2,112.75,22.29,2.33,19.25,-10.64
AMZN,Take profits,5,181.96,228.68,25.68,8.78,23.21,-3.68
TSLA,Hold,5,240.66,479.84,99.39,3.46,70.55,-3.06
HUM,Research for potential opportunity,5,238.43,261.38,9.62,7.83,8.94,6.06
XOM,Pass,4,117.28,116.79,-0.42,-6.22,-11.29,-14.57
KSS,Avoid,2,18.05,22.74,25.95,-6.94,-24.94,-63.26
AZO,Hold,5,3066.92,3401.04,10.89,-2.8,6.58,13.42
INMD,Research for potential opportunity,7,15.18,14.43,-4.97,13.7,12.06,1.45
PZZA,Research for potential opportunity,6,49.77,40.64,-18.34,5.16,-17.2,-31.63
TXT,Pass,3,86.0,89.35,3.89,-5.4,-12.03,-29.02
BA,Hold,6,150.52,215.61,43.24,2.7,12.88,-7.75
