Ticker,Action,Conviction,Entry_Price,Current_Price,Current_Return_Pct,T+1m,T+3m,T+6m
IWM,Buy,8,223.55,251.29,12.41,2.29,-0.27,-18.98
BABA,Buy on dips,9,100.47,151.14,50.43,-11.34,-16.69,7.81
INTC,Hold,7,22.31,37.47,67.97,12.19,-3.68,-15.55
CRI,Buy,9,63.37,31.92,-49.63,-20.82,-19.22,-44.7
GXO,Hold,6,62.95,53.13,-15.6,-5.08,-30.18,-47.43
PYPL,Hold,7,80.63,59.58,-26.11,6.15,13.6,-25.41
ALB,Look to add more,7,95.88,149.5,55.93,3.92,-0.38,-45.52
TSLA,Hold,5,221.33,479.84,116.8,40.6,92.7,2.79
NVDA,Hold,5,135.67,179.92,32.61,8.13,1.47,-28.58
AMD,Hold,5,156.13,213.55,36.78,-11.07,-22.21,-45.2
ULTA,Watch,6,373.21,601.95,61.29,2.56,8.52,-2.02
IWM,Buy,8,223.55,251.29,12.41,2.29,-0.27,-18.98
BABA,Buy on dips,9,100.47,151.14,50.43,-11.34,-16.69,7.81
INTC,Hold,7,22.31,37.47,67.97,12.19,-3.68,-15.55
CRI,Buy,9,63.37,31.92,-49.63,-20.82,-19.22,-44.7
GXO,Hold,6,62.95,53.13,-15.6,-5.08,-30.18,-47.43
PYPL,Hold,7,80.63,59.58,-26.11,6.15,13.6,-25.41
ALB,Look to add more,7,95.88,149.5,55.93,3.92,-0.38,-45.52
TSLA,Hold,5,221.33,479.84,116.8,40.6,92.7,2.79
NVDA,Hold,5,135.67,179.92,32.61,8.13,1.47,-28.58
AMD,Hold,5,156.13,213.55,36.78,-11.07,-22.21,-45.2
ULTA,Watch,6,373.21,601.95,61.29,2.56,8.52,-2.02
IWM,Buy,8,222.94,251.29,12.71,1.04,1.92,-16.66
BABA,Buy on dips,9,98.41,151.14,53.59,-11.47,-14.68,15.8
INTC,Hold,7,22.44,37.47,67.0,8.51,-2.99,-13.06
CRI,Buy,9,63.04,31.92,-49.36,-21.06,-17.03,-42.93
GXO,Hold,6,62.74,53.13,-15.32,-6.52,-27.86,-45.23
PYPL,Hold,7,79.64,59.58,-25.18,7.53,12.47,-23.05
ALB,Look to add more,7,92.38,149.5,61.83,9.36,-0.26,-41.59
TSLA,Hold,5,220.89,479.84,117.23,45.19,91.98,7.73
NVDA,Hold,5,136.88,179.92,31.44,3.69,2.86,-27.77
AMD,Hold,5,156.25,213.55,36.67,-13.66,-21.74,-44.79
ULTA,Watch,6,371.72,601.95,61.94,-1.76,13.57,1.87
