Ticker,Action,Conviction,Entry_Price,Current_Price,Current_Return_Pct,T+1m,T+3m,T+6m
BABA,Buy,10,127.18,151.14,18.84,-2.13,-16.44,47.85
INTC,Buy,9,22.43,37.47,67.08,-9.63,-1.92,64.2
SWK,Buy,9,62.39,72.96,16.95,-7.08,8.57,19.49
GNRC,Buy,9,115.64,138.11,19.43,0.83,28.27,43.26
BA,Buy,8,150.91,215.61,42.87,23.56,44.87,43.33
VFC,Buy,8,11.47,18.69,62.94,7.62,7.68,31.73
CPS,Buy,8,13.97,35.27,152.47,66.28,67.93,161.49
PYPL,Buy,8,61.57,59.58,-3.23,11.07,23.45,12.22
QXO,Buy,7,13.79,21.85,58.42,0.51,57.22,46.7
ETSY,Buy,7,48.41,54.5,12.59,-6.88,10.87,49.51
