Ticker,Action,Conviction,Entry_Price,Current_Price,Current_Return_Pct,T+1m,T+3m,T+6m
DIS,Buy,9,111.13,112.75,1.46,4.69,4.61,-5.01
WMT,Wait for a pullback to buy,5,97.37,113.99,17.06,-1.72,5.12,3.91
UBER,Buy,8,91.87,78.68,-14.36,-8.81,2.02,-1.1
NVDA,Watch and wait,5,134.36,179.92,33.91,7.05,30.53,34.98
CBOE,Hold,5,225.43,249.71,10.77,0.18,11.75,14.94
BA,Buy,10,207.67,215.61,3.82,-4.3,8.64,-8.69
AMZN,Hold,6,204.07,228.68,12.06,2.75,9.67,9.06
GOOG,Hold,6,164.87,305.73,85.44,1.58,21.24,72.73
QXO,Buy,10,18.35,21.85,19.05,29.65,5.07,-9.05
SWK,Buy,9,68.06,72.96,7.2,-7.3,6.15,-8.75
GNRC,Buy,9,127.26,138.11,8.53,0.06,49.03,11.94
GLW,Buy,8,47.36,88.59,87.07,5.68,35.4,69.19
VFC,Buy,8,14.18,18.69,31.89,-18.28,-10.33,2.21
XOM,Hold,5,103.08,116.79,13.29,9.29,4.37,15.47
WFC,Hold,5,74.69,92.87,24.35,-0.16,4.1,12.28
BABA,Buy,10,123.08,151.14,22.8,-8.18,-2.92,29.77
UNH,Pass,4,315.19,333.88,5.93,-5.42,-6.1,-1.18
CPS,Buy,10,23.63,35.27,49.26,-13.58,24.76,28.52
DIS,Buy,9,109.91,112.75,2.58,7.22,7.41,-7.19
WMT,Wait for a pullback to buy,5,95.51,113.99,19.35,2.16,1.17,11.92
UBER,Buy,8,88.0,78.68,-10.6,4.15,9.99,-5.27
NVDA,Watch and wait,5,132.81,179.92,35.48,11.35,34.01,36.01
CBOE,Hold,5,227.79,249.71,9.62,0.65,8.18,12.09
BA,Buy,10,203.41,215.61,6.0,-1.21,13.13,-11.81
AMZN,Hold,6,203.1,228.68,12.59,4.76,12.67,6.91
GOOG,Hold,6,171.51,305.73,78.26,-2.35,20.34,68.97
QXO,Buy,10,16.82,21.85,29.88,39.77,21.22,-4.28
SWK,Buy,9,64.01,72.96,13.99,1.33,18.39,-3.58
GNRC,Buy,9,123.87,138.11,11.5,9.78,57.13,13.2
GLW,Buy,8,47.92,88.59,84.88,6.51,36.23,62.84
VFC,Buy,8,11.95,18.69,56.51,-3.2,13.45,21.87
XOM,Hold,5,101.14,116.79,15.47,5.22,9.08,15.71
WFC,Hold,5,72.58,92.87,27.96,6.43,8.41,13.53
BABA,Buy,10,119.46,151.14,26.52,-2.05,2.91,28.31
UNH,Pass,4,290.78,333.88,14.82,3.75,4.36,6.42
CPS,Buy,10,22.14,35.27,59.3,-8.63,54.38,29.81
