Ticker,Action,Conviction,Entry_Price,Current_Price,Current_Return_Pct,T+1m,T+3m,T+6m
ETSY,Add to on sell-off,8,55.46,54.5,-1.72,-12.28,-13.7,9.83
AAPL,Lighten up overweight,8,232.17,271.07,16.75,-2.35,-15.23,-1.42
GOOG,Lower overweight,8,192.56,305.73,58.77,-13.09,-19.34,4.79
NVDA,Avoid,9,128.64,179.92,39.86,-16.86,-8.78,42.0
DIS,Buy,9,110.86,112.75,1.7,-8.04,-6.22,0.73
BABA,Buy if it dips to the mid 90s,10,98.71,151.14,53.11,32.04,25.31,21.93
INTC,Hold,6,19.38,37.47,93.37,2.84,8.36,2.94
PYPL,Buy on dips,8,78.39,59.58,-23.99,-13.25,-10.3,-13.9
SWK,Buy,9,82.08,72.96,-11.11,1.93,-27.3,-17.46
CRL,Worth doing some work on,7,166.27,197.38,18.71,5.32,-14.98,-10.54
DG,Monitor,5,71.35,135.53,89.96,14.03,27.48,62.05
TLT,Buy,8,86.66,87.54,1.02,1.65,-2.25,-0.72
UNM,Buy,8,75.37,79.57,5.57,0.86,5.23,-8.49
