Ticker,Action,Conviction,Entry_Price,Current_Price,Current_Return_Pct,T+1m,T+3m,T+6m
NVDA,Avoid,8,141.9,179.92,26.79,-1.21,-15.35,-1.93
IWM,Buy,8,235.42,251.29,6.74,-6.16,-10.78,-13.22
VFC,Buy,8,19.22,18.69,-2.72,11.31,25.1,-34.32
BABA,Strong Buy,9,81.75,151.14,84.88,2.88,64.26,40.96
AAP,Strong Buy,9,39.88,40.91,2.58,7.21,-8.89,20.15
QXO,Hold,7,17.04,21.85,28.2,-7.98,-27.76,0.41
CPS,Buy,9,14.42,35.27,144.59,-3.19,3.47,61.3
NSRGY,Watch for a pullback,5,82.43,99.23,20.39,-3.21,13.49,29.12
OXY,Pass,4,50.58,39.74,-21.42,-6.92,-5.89,-19.39
SHLS,Pass,3,4.83,8.94,84.99,11.59,-27.85,-10.77
NVDA,Avoid,8,141.9,179.92,26.79,-1.21,-15.35,-1.93
IWM,Buy,8,235.42,251.29,6.74,-6.16,-10.78,-13.22
VFC,Buy,8,19.22,18.69,-2.72,11.31,25.1,-34.32
BABA,Strong Buy,9,81.75,151.14,84.88,2.88,64.26,40.96
AAP,Strong Buy,9,39.88,40.91,2.58,7.21,-8.89,20.15
QXO,Hold,7,17.04,21.85,28.2,-7.98,-27.76,0.41
CPS,Buy,9,14.42,35.27,144.59,-3.19,3.47,61.3
NSRGY,Watch for a pullback,5,82.43,99.23,20.39,-3.21,13.49,29.12
OXY,Pass,4,50.58,39.74,-21.42,-6.92,-5.89,-19.39
SHLS,Pass,3,4.83,8.94,84.99,11.59,-27.85,-10.77
NVDA,Avoid,8,146.62,179.92,22.71,-4.77,-10.49,-8.07
IWM,Buy,8,231.15,251.29,8.71,-5.28,-7.73,-11.88
VFC,Buy,8,18.29,18.69,2.19,17.74,35.43,-29.23
BABA,Strong Buy,9,84.16,151.14,79.59,-0.51,62.51,36.41
AAP,Strong Buy,9,37.83,40.91,8.14,13.08,-2.02,38.06
QXO,Hold,7,16.64,21.85,31.28,-9.07,-26.56,2.04
CPS,Buy,9,14.08,35.27,150.5,-2.27,11.93,67.05
NSRGY,Watch for a pullback,5,83.01,99.23,19.54,-3.94,13.95,27.35
OXY,Pass,4,50.2,39.74,-20.83,-6.76,-5.37,-19.45
SHLS,Pass,3,4.4,8.94,103.07,24.32,-11.93,2.05
