Ticker,Action,Conviction,Entry_Price,Current_Price,Current_Return_Pct,T+1m,T+3m,T+6m
BABA,Double down on pullback,10,96.35,151.14,56.86,-12.28,4.46,30.29
TLT,Opportunistically buying,9,87.91,87.54,-0.41,2.23,-2.97,-2.96
INTC,Hold,8,21.52,37.47,74.14,11.2,-10.36,-7.34
NKE,Buyer at these levels,7,74.98,58.96,-21.37,3.06,-0.02,-25.29
EL,"Starter position, buy more if it goes lower",7,67.42,108.49,60.91,10.74,1.25,-14.29
SMCI,Do not chase,10,29.11,30.83,5.91,44.28,0.17,13.16
NVDA,Leave it to others to chase the last few pennies,5,132.71,179.92,35.57,4.42,-10.62,-14.46
AAPL,Neutral,5,224.65,271.07,20.67,6.17,3.16,-11.94
VFC,Hold,9,20.16,18.69,-7.28,0.77,22.0,-40.51
PYPL,Hold,10,79.12,59.58,-24.69,9.12,-1.99,-14.19
AAP,Top up a few shares every day that is weak,7,34.9,40.91,17.23,19.36,39.66,-10.7
GOOS,No change,7,9.82,12.75,29.87,-1.93,7.64,-16.29
META,Neutral,5,565.34,667.65,18.1,4.45,24.17,3.65
GOOG,Hold,8,171.83,305.73,77.93,0.17,20.42,-4.12
AMZN,Hold,8,186.4,228.68,22.68,13.04,29.86,-0.75
CPRI,Pass,2,19.74,25.41,28.72,18.44,21.73,-21.58
SOFI,Pass,1,11.17,27.15,143.1,42.44,36.88,13.97
NTR,Pass,3,46.15,62.2,34.78,0.19,12.24,21.22
XBI,Hold,8,96.99,123.89,27.75,2.35,-4.59,-20.46
K,Hold,8,77.87,83.44,7.16,0.77,2.08,3.78
BA,Hold,7,149.31,215.61,44.4,4.84,18.03,24.55
CVX,Pass,3,140.79,147.69,4.9,10.11,4.01,-6.93
COP,Pass,3,105.14,92.64,-11.89,-2.43,-7.54,-18.79
PSX,Pass,3,116.38,128.55,10.46,12.99,2.37,-11.93
ETSY,Hold,7,51.44,54.5,5.96,7.81,4.9,-12.31
