Ticker,Action,Conviction,Entry_Price,Current_Price,Current_Return_Pct,T+1m,T+3m,T+6m
XBI,Monitor for potential re-entry after pullback.,7,121.52,122.09,0.47,,,
BA,Hold,9,227.77,229.84,0.91,,,
BABA,Hold,8,155.74,150.9,-3.11,,,
BX,Hold,7,158.8,162.65,2.42,,,
CCI,Hold,8,88.7,87.13,-1.77,,,
CPS,Hold,9,32.59,35.28,8.25,,,
RRC,Hold,8,35.3,34.16,-3.23,,,
DEO,Hold,9,87.09,88.51,1.63,,,
DIS,Hold,8,111.85,114.57,2.43,,,
EL,Hold,8,106.76,108.55,1.68,,,
ETSY,Hold,7,57.28,61.42,7.23,,,
GNRC,Hold,8,141.1,145.27,2.96,,,
GOOS,Hold,8,13.52,14.28,5.62,,,
GXO,Hold,8,54.3,56.41,3.89,,,
HRL,Hold,8,23.39,22.85,-2.31,,,
INTC,Hold,8,39.38,40.04,1.68,,,
NOV,Hold,9,16.41,16.9,2.99,,,
PFE,Hold,9,25.18,25.43,0.99,,,
PYPL,Buy,10,58.14,59.81,2.87,,,
PZZA,Hold,7,40.3,39.49,-2.01,,,
QXO,Hold,8,19.72,23.98,21.6,,,
SWK,Hold,8,76.47,80.76,5.61,,,
VFC,Hold,9,18.16,19.47,7.21,,,
AAP,Hold,7,38.89,41.36,6.35,,,
F,Monitor,7,13.34,13.8,3.45,,,
SLB,Monitor,7,40.2,43.63,8.53,,,
KRO,Avoid,2,4.48,4.94,10.27,,,
BRSL,Avoid,1,15.3,15.69,2.55,,,
HQY,Neutral,5,91.07,95.45,4.81,,,
