Ticker,Action,Conviction,Entry_Price,Current_Price,Current_Return_Pct,T+1m,T+3m,T+6m
BABA,Buy,9,121.15,151.15,24.76,1.48,36.9,
KBWB,Buy,8,74.13,85.48,15.31,2.21,1.3,
CPS,Hold,9,23.56,35.31,49.88,45.08,55.01,
NOV,Buy,10,13.57,15.72,15.81,-4.45,-2.44,
CCI,Buy,9,111.32,86.81,-22.02,-8.88,-13.26,
ALB,Buy,10,83.47,149.08,78.59,-3.37,9.01,
XBI,Buy,8,87.47,123.78,41.52,3.92,22.7,
CP,Watch,6,75.97,74.53,-1.9,-1.75,0.7,
AAPL,Hold,5,213.31,270.51,26.81,6.67,21.04,
GXO,Hold,7,51.77,53.03,2.43,5.45,3.46,
XLE,Watch,7,43.35,44.21,2.0,0.81,1.28,
BTE,Research,5,2.14,3.1,44.86,0.0,6.07,
BTU,Avoid,3,17.17,31.06,80.93,-4.06,64.56,
PYPL,Buy,7,77.64,59.58,-23.26,-10.18,-12.53,
GPN,Avoid,2,82.56,81.27,-1.56,8.38,3.45,
